,orderItemID,orderDate,deliveryDate,itemID,size,color,manufacturerID,price,customerID,salutation,dateOfBirth,state,creationDate,returnShipment
51820,51821,2012-05-13,2012-06-21,273,xl,white,20,119.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
51821,51822,2012-05-13,2012-06-21,242,xl,white,20,119.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,1
51822,51823,2012-05-13,,242,l,white,20,119.9,19091,Mrs,1900-11-19,Baden-Wuerttemberg,2011-03-06,0
52208,52209,2012-05-13,2012-05-15,311,41,purple,38,99.9,19208,Mrs,1900-11-19,Bavaria,2011-09-25,0
52209,52210,2012-05-13,2012-05-15,311,41,green,38,99.9,19208,Mrs,1900-11-19,Bavaria,2011-09-25,1
53018,53019,2012-05-14,2012-05-16,96,m,ash,3,16.9,19452,Mrs,1901-05-04,Rhineland-Palatinate,2011-02-16,0
53019,53020,2012-05-14,2012-05-16,96,m,olive,3,16.9,19452,Mrs,1901-05-04,Rhineland-Palatinate,2011-02-16,0
53020,53021,2012-05-14,2012-05-16,96,m,blau,3,16.9,19452,Mrs,1901-05-04,Rhineland-Palatinate,2011-02-16,0
53021,53022,2012-05-14,,96,m,azure,3,16.9,19452,Mrs,1901-05-04,Rhineland-Palatinate,2011-02-16,0
54123,54124,2012-05-15,2012-05-17,36,40,stained,1,79.9,19732,Mrs,1901-06-06,North Rhine-Westphalia,2011-10-22,0
54494,54495,2012-05-15,2012-05-17,204,xl,black,5,59.9,19826,Mrs,1901-07-19,North Rhine-Westphalia,2011-02-16,1
54586,54587,2012-05-15,2012-05-17,218,s,turquoise,42,69.9,19853,Mrs,1900-11-19,Bavaria,2011-08-24,0
54587,54588,2012-05-15,2012-05-17,218,m,turquoise,42,69.9,19853,Mrs,1900-11-19,Bavaria,2011-08-24,1
54702,54703,2012-05-15,2012-05-18,364,40,black,5,69.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,0
54703,54704,2012-05-15,2012-05-18,69,l,ocher,5,59.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,0
54704,54705,2012-05-15,,364,42,black,5,69.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,0
54705,54706,2012-05-15,,531,38,black,1,99.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,0
54912,54913,2012-05-16,2012-05-17,359,xxl,anthracite,3,54.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
54913,54914,2012-05-16,2012-05-17,359,l,anthracite,3,54.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
54914,54915,2012-05-16,2012-05-17,122,43,grey,1,79.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
55020,55021,2012-05-16,2012-05-17,258,xxl,white,3,24.9,19964,Mrs,1901-10-19,Lower Saxony,2011-02-16,0
55021,55022,2012-05-16,2012-05-17,258,xxl,black,3,24.9,19964,Mrs,1901-10-19,Lower Saxony,2011-02-16,0
55022,55023,2012-05-16,2012-05-17,258,xxl,blue,3,24.9,19964,Mrs,1901-10-19,Lower Saxony,2011-02-16,0
55023,55024,2012-05-16,2012-05-17,258,xxl,red,3,24.9,19964,Mrs,1901-10-19,Lower Saxony,2011-02-16,0
55211,55212,2012-05-16,2012-05-17,96,m,white,3,16.9,14273,Mrs,1900-11-19,Baden-Wuerttemberg,2011-04-16,1
55212,55213,2012-05-16,2012-05-17,32,m,olive,3,21.9,14273,Mrs,1900-11-19,Baden-Wuerttemberg,2011-04-16,1
55370,55371,2012-05-16,2012-05-18,186,l,denim,25,69.9,20044,Mrs,1900-11-19,Brandenburg,2011-03-23,0
55371,55372,2012-05-16,2012-05-18,416,41,red,16,139.9,20044,Mrs,1900-11-19,Brandenburg,2011-03-23,1
55933,55934,2012-05-16,2012-05-29,37,39,red,1,79.9,20171,Mr,1900-11-19,Brandenburg,2011-04-16,0
56586,56587,2012-05-17,2012-05-21,844,unsized,petrol,59,29.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,0
56587,56588,2012-05-17,2012-05-21,96,s,purple,3,19.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,0
56588,56589,2012-05-17,2012-05-21,27,5+,brown,19,79.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,0
56589,56590,2012-05-17,2012-05-25,80,38,black,26,79.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,0
56590,56591,2012-05-17,2012-05-29,378,s,orange,5,59.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,1
56591,56592,2012-05-17,2012-06-20,129,38,blue,50,69.95,20335,Mrs,1901-09-29,Bavaria,2011-02-16,1
56592,56593,2012-05-17,2012-06-20,688,s,black,5,49.9,20335,Mrs,1901-09-29,Bavaria,2011-02-16,1
56593,56594,2012-05-17,,229,39,brown,50,69.95,20335,Mrs,1901-09-29,Bavaria,2011-02-16,0
56765,56766,2012-05-17,2012-05-18,488,40,black,47,119.9,20383,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
56838,56839,2012-05-17,,204,s,pink,5,59.9,20407,Mrs,1900-11-19,Hesse,2011-02-16,0
56916,56917,2012-05-17,2012-05-21,219,41,brown,38,99.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,1
56946,56947,2012-05-17,2012-05-18,97,l,petrol,20,59.9,13756,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
57283,57284,2012-05-17,2012-05-21,81,38,green,38,89.9,15039,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,1
57284,57285,2012-05-17,2012-05-21,81,37,blue,38,89.9,15039,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
57683,57684,2012-05-18,2012-05-21,379,s,ocher,42,89.9,20623,Mrs,1901-09-12,Hamburg,2011-02-16,0
57684,57685,2012-05-18,2012-06-04,1290,37,brown,15,8.95,20623,Mrs,1901-09-12,Hamburg,2011-02-16,0
57857,57858,2012-05-18,2012-05-21,607,40+,brown,1,129.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,1
57858,57859,2012-05-18,2012-05-21,109,39,red,1,89.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,1
57859,57860,2012-05-18,2012-05-21,109,38,red,1,89.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,1
57860,57861,2012-05-18,2012-05-21,176,38,black,1,129.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,1
57861,57862,2012-05-18,2012-05-25,842,38,grey,1,89.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,1
57862,57863,2012-05-18,,13,41,black,1,139.9,20669,Mrs,1900-11-19,Brandenburg,2011-03-28,0
58329,58330,2012-05-18,2012-05-21,709,43,grey,17,119.9,11323,Mrs,1901-04-22,North Rhine-Westphalia,2011-02-16,1
58330,58331,2012-05-18,2012-05-21,399,43,grey,17,129.9,11323,Mrs,1901-04-22,North Rhine-Westphalia,2011-02-16,1
58489,58490,2012-05-18,2012-05-21,84,xxl,olive,5,59.9,12712,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
58490,58491,2012-05-18,2012-05-21,52,42,brown,18,129.9,12712,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
58491,58492,2012-05-18,,33,xxl,olive,5,59.9,12712,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
59087,59088,2012-05-19,2012-05-21,324,38,ocher,44,80.0,20407,Mrs,1900-11-19,Hesse,2011-02-16,1
59088,59089,2012-05-19,,27,5,magenta,19,79.9,20407,Mrs,1900-11-19,Hesse,2011-02-16,0
59385,59386,2012-05-19,2012-05-21,254,xl,brown,5,49.9,21032,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
59386,59387,2012-05-19,2012-05-21,212,s,magenta,5,69.9,21032,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
59387,59388,2012-05-19,2012-06-04,508,38,red,15,39.95,21032,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
59391,59392,2012-05-19,2012-05-22,32,xxl,ash,3,21.9,21035,Mrs,1900-11-19,Lower Saxony,2011-10-28,1
59392,59393,2012-05-19,2012-05-22,32,xxl,purple,3,21.9,21035,Mrs,1900-11-19,Lower Saxony,2011-10-28,0
59393,59394,2012-05-19,2012-05-22,3,xxl,red,3,19.9,21035,Mrs,1900-11-19,Lower Saxony,2011-10-28,0
59394,59395,2012-05-19,2012-05-22,180,42,purple,1,99.9,21035,Mrs,1900-11-19,Lower Saxony,2011-10-28,0
59418,59419,2012-05-19,2012-05-21,3,m,grey,3,19.9,21038,Mrs,1900-11-19,Schleswig-Holstein,2011-02-16,0
59419,59420,2012-05-19,2012-05-30,434,m,black,28,59.9,21038,Mrs,1900-11-19,Schleswig-Holstein,2011-02-16,1
59593,59594,2012-05-19,2012-05-22,377,42,petrol,57,89.9,11427,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-19,1
59594,59595,2012-05-19,2012-05-22,156,44,grey,34,29.9,11427,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-19,1
59595,59596,2012-05-19,2012-05-22,71,11,black,21,49.95,11427,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-19,0
59596,59597,2012-05-19,,229,42,white,50,69.95,11427,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-19,0
59651,59652,2012-05-19,2012-05-22,324,38,ocher,44,80.0,6390,Mrs,1900-12-17,Hesse,2011-02-16,1
59682,59683,2012-05-19,2012-05-22,139,xxl,black,3,49.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,0
59683,59684,2012-05-19,2012-05-22,255,xxl,white,37,34.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
60234,60235,2012-05-19,2012-05-22,324,39,ocher,44,80.0,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
60235,60236,2012-05-19,2012-05-22,102,39,ocher,44,60.0,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
60236,60237,2012-05-19,2012-05-22,1024,33,fuchsia,8,17.9,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
60237,60238,2012-05-19,2012-05-22,1227,33,pink,51,39.9,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
60292,60293,2012-05-19,2012-05-22,499,38,purple,78,39.9,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,0
60293,60294,2012-05-19,2012-05-22,146,s,ash,3,24.9,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,1
60294,60295,2012-05-19,2012-05-22,36,39,stained,1,79.9,18831,Mrs,1900-11-19,Brandenburg,2011-02-16,0
60803,60804,2012-05-20,2012-05-22,124,m,blue,46,19.9,21317,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-11,0
60804,60805,2012-05-20,2012-05-22,478,m,hibiscus,9,39.9,21317,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-11,1
60805,60806,2012-05-20,2012-05-22,212,m,magenta,5,69.9,21317,Mrs,1900-11-19,North Rhine-Westphalia,2011-09-11,1
61329,61330,2012-05-20,2012-05-22,59,unsized,grey,32,19.9,167,Mrs,1901-01-22,Baden-Wuerttemberg,2011-02-16,1
61330,61331,2012-05-20,2012-05-22,59,unsized,ash,32,19.9,167,Mrs,1901-01-22,Baden-Wuerttemberg,2011-02-16,0
61331,61332,2012-05-20,2012-05-22,659,s,grey,74,39.9,167,Mrs,1901-01-22,Baden-Wuerttemberg,2011-02-16,1
61726,61727,2012-05-20,,199,39,black,4,69.95,21546,Mrs,1900-11-19,Mecklenburg-Western Pomerania,2011-09-28,0
63953,63954,2012-05-22,,183,xxl,brown,5,49.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63954,63955,2012-05-22,2012-05-23,87,xxl,white,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63955,63956,2012-05-22,2012-05-23,183,xl,orange,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,1
63956,63957,2012-05-22,2012-05-23,183,xxl,orange,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,1
63957,63958,2012-05-22,2012-05-23,147,41,grey,1,99.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63958,63959,2012-05-22,2012-05-23,147,41,blue,1,99.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63959,63960,2012-05-22,,87,xl,white,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63960,63961,2012-05-22,,183,xxl,white,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63961,63962,2012-05-22,,183,xl,white,5,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
63993,63994,2012-05-22,2012-05-23,187,l,green,14,49.9,9252,Mrs,1901-09-22,Lower Saxony,2011-05-18,1
63994,63995,2012-05-22,2012-05-23,187,l,pink,14,49.9,9252,Mrs,1901-09-22,Lower Saxony,2011-05-18,1
63999,64000,2012-05-22,2012-05-24,1,42,mint,1,79.9,22069,Mrs,1900-11-19,Lower Saxony,2011-10-01,0
64313,64314,2012-05-22,2012-06-04,3,xxl,azure,3,19.9,701,Mrs,1901-09-29,Rhineland-Palatinate,2011-02-16,1
64744,64745,2012-05-22,2012-05-24,448,40,bordeaux,72,59.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,0
64745,64746,2012-05-22,2012-05-24,156,40,white,34,29.9,19893,Mrs,1901-05-19,North Rhine-Westphalia,2011-02-16,1
64826,64827,2012-05-22,2012-05-24,441,39,brown,53,59.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
64827,64828,2012-05-22,2012-05-24,225,39,black,17,109.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,0
64828,64829,2012-05-22,2012-05-29,311,38,green,38,99.9,21095,Mrs,1901-01-13,Brandenburg,2011-02-16,1
64976,64977,2012-05-22,2012-05-24,515,unsized,grey,32,9.9,22338,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
64977,64978,2012-05-22,2012-05-24,741,l,black,28,79.9,22338,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
64978,64979,2012-05-22,2012-05-24,71,8+,grey,21,69.95,22338,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
65016,65017,2012-05-22,2012-05-25,119,39,blue,43,89.9,22354,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
65017,65018,2012-05-22,2012-05-25,315,39,blue,45,129.9,22354,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
65018,65019,2012-05-22,2012-05-25,296,7,blue,19,49.9,22354,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
65303,65304,2012-05-23,2012-05-25,887,39,black,1,159.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,1
65304,65305,2012-05-23,2012-05-25,604,38+,brown,1,159.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,1
65305,65306,2012-05-23,2012-05-25,117,38+,brown,1,169.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,1
65306,65307,2012-05-23,2012-05-25,110,39,grey,1,89.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,0
65307,65308,2012-05-23,2012-05-25,110,39,blue,1,89.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,1
65308,65309,2012-05-23,,604,39,brown,1,159.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,0
65309,65310,2012-05-23,,604,38+,grey,1,159.9,22439,Mrs,1900-11-19,Saarland,2011-09-28,0
65412,65413,2012-05-23,2012-05-24,346,xl,blue,5,69.9,22459,Mrs,1900-11-19,Bavaria,2011-02-16,0
65413,65414,2012-05-23,2012-05-24,346,xl,purple,5,69.9,22459,Mrs,1900-11-19,Bavaria,2011-02-16,0
65425,65426,2012-05-23,2012-05-24,268,l,pink,2,29.9,22464,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
65708,65709,2012-05-23,2012-05-24,218,m,turquoise,42,69.9,22528,Mrs,1901-01-23,Schleswig-Holstein,2011-02-16,0
66287,66288,2012-05-23,2012-05-28,359,m,anthracite,3,54.9,22673,Mrs,1900-11-19,Baden-Wuerttemberg,2011-10-20,0
66288,66289,2012-05-23,2012-05-28,108,m,white,46,29.9,22673,Mrs,1900-11-19,Baden-Wuerttemberg,2011-10-20,0
66289,66290,2012-05-23,2012-05-28,328,m,black,37,29.9,22673,Mrs,1900-11-19,Baden-Wuerttemberg,2011-10-20,1
66290,66291,2012-05-23,2012-05-28,218,m,turquoise,42,69.9,22673,Mrs,1900-11-19,Baden-Wuerttemberg,2011-10-20,1
66495,66496,2012-05-23,2012-05-25,301,l,red,20,54.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,0
66496,66497,2012-05-23,2012-05-25,968,44,ocher,6,39.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,1
66497,66498,2012-05-23,2012-05-25,156,44,grey,34,29.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,0
66498,66499,2012-05-23,2012-05-25,156,42,blue,34,29.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,1
66499,66500,2012-05-23,2012-05-25,156,44,blue,34,29.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,1
66773,66774,2012-05-24,2012-05-28,160,40,black,54,69.9,22786,Mrs,1901-10-19,North Rhine-Westphalia,2012-05-24,1
66774,66775,2012-05-24,2012-06-01,72,40,brown,1,119.9,22786,Mrs,1901-10-19,North Rhine-Westphalia,2012-05-24,0
66775,66776,2012-05-24,,160,39,black,54,69.9,22786,Mrs,1901-10-19,North Rhine-Westphalia,2012-05-24,0
66982,66983,2012-05-24,2012-05-28,324,38,ocher,44,115.0,6390,Mrs,1900-12-17,Hesse,2011-02-16,0
67098,67099,2012-05-24,2012-05-25,249,42,black,18,119.9,22871,Mrs,1900-11-19,Brandenburg,2011-07-29,1
67113,67114,2012-05-24,2012-05-25,415,42,black,1,89.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
67114,67115,2012-05-24,2012-05-25,65,42,blue,17,79.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
67115,67116,2012-05-24,2012-05-25,786,43,black,55,175.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
67116,67117,2012-05-24,2012-05-25,557,42,pink,1,129.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
67117,67118,2012-05-24,2012-05-28,243,9,mocca,12,99.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
67118,67119,2012-05-24,,147,42,grey,1,99.9,18545,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
67319,67320,2012-05-24,2012-05-25,70,44,white,34,39.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
67320,67321,2012-05-24,2012-05-25,388,l,black,3,49.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
67321,67322,2012-05-24,2012-05-25,611,l,white,56,39.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
67322,67323,2012-05-24,2012-05-25,109,39,blue,1,119.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
67323,67324,2012-05-24,,109,39,blue,1,89.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
67324,67325,2012-05-24,,87,l,white,5,79.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
67325,67326,2012-05-24,,110,39,blue,1,89.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
67326,67327,2012-05-24,,109,39,blue,1,119.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
67327,67328,2012-05-24,,109,39,blue,1,89.9,22938,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
68148,68149,2012-05-25,2012-05-28,115,38,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
68149,68150,2012-05-25,2012-05-28,115,40,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
68150,68151,2012-05-25,2012-05-28,443,38,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
68151,68152,2012-05-25,2012-05-28,443,40,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
68152,68153,2012-05-25,2012-05-28,443,42,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
68327,68328,2012-05-25,2012-05-28,110,41,grey,1,89.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,1
68328,68329,2012-05-25,2012-05-28,142,xxl,red,49,99.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
68329,68330,2012-05-25,2012-05-28,142,xl,red,49,99.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,1
68330,68331,2012-05-25,2012-05-28,339,xxl,denim,25,79.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,1
68331,68332,2012-05-25,2012-05-28,32,xxl,orange,3,21.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
68332,68333,2012-05-25,2012-05-28,32,xxl,white,3,21.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
68333,68334,2012-05-25,2012-05-28,32,xxl,brown,3,21.9,22049,Mrs,1900-11-19,Bavaria,2011-04-19,0
68463,68464,2012-05-25,2012-05-28,96,s,white,3,16.9,11194,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
68464,68465,2012-05-25,2012-05-28,96,s,grey,3,16.9,11194,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
68465,68466,2012-05-25,2012-05-28,95,38,white,25,59.9,11194,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
68466,68467,2012-05-25,2012-05-28,183,s,purple,5,79.9,11194,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
68477,68478,2012-05-25,2012-05-28,32,xxl,white,3,24.9,23236,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
68779,68780,2012-05-26,2012-05-28,133,40,green,38,99.9,23318,Mrs,1900-11-19,Brandenburg,2011-11-28,1
68956,68957,2012-05-26,2012-05-28,204,m,white,5,59.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,0
68957,68958,2012-05-26,2012-05-28,204,m,petrol,5,59.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,0
68958,68959,2012-05-26,2012-05-28,402,m,grey,46,14.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,1
68959,68960,2012-05-26,2012-05-28,217,m,nature,29,59.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,1
68960,68961,2012-05-26,2012-05-28,75,m,blue,36,39.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,0
68961,68962,2012-05-26,2012-05-28,75,l,blue,36,39.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,1
68962,68963,2012-05-26,2012-05-28,215,m,denim,28,59.9,23346,Mrs,1907-01-19,Lower Saxony,2011-02-16,1
69621,69622,2012-05-26,2012-05-29,31,38,orange,22,39.98,23493,Mr,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
69622,69623,2012-05-26,2012-05-29,31,36,red,22,39.98,23493,Mr,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
70767,70768,2012-05-27,2012-05-29,78,39,ecru,1,89.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,1
70768,70769,2012-05-27,2012-05-29,423,l,khaki,33,17.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,0
70769,70770,2012-05-27,2012-05-29,423,l,beige,33,12.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,0
71039,71040,2012-05-27,2012-05-29,165,40,blue,47,89.9,23813,Mrs,1900-11-19,Lower Saxony,2011-09-27,0
71040,71041,2012-05-27,2012-05-29,129,40,blue,50,69.95,23813,Mrs,1900-11-19,Lower Saxony,2011-09-27,1
71469,71470,2012-05-28,2012-05-29,402,xl,curry,46,14.9,7108,Mrs,1900-11-19,Schleswig-Holstein,2011-11-24,0
71470,71471,2012-05-28,2012-05-29,402,l,blue,46,14.9,7108,Mrs,1900-11-19,Schleswig-Holstein,2011-11-24,0
71760,71761,2012-05-28,2012-05-29,204,l,black,5,59.9,19826,Mrs,1901-07-19,North Rhine-Westphalia,2011-02-16,1
71761,71762,2012-05-28,2012-05-29,204,m,black,5,59.9,19826,Mrs,1901-07-19,North Rhine-Westphalia,2011-02-16,1
71799,71800,2012-05-28,2012-05-30,315,40,blue,45,129.9,22354,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
71800,71801,2012-05-28,2012-05-30,296,5,blue,19,79.9,22354,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
71996,71997,2012-05-28,2012-05-29,416,42,red,16,139.9,20044,Mrs,1900-11-19,Brandenburg,2011-03-23,0
72256,72257,2012-05-28,2012-05-30,155,l,berry,5,49.9,24085,Mrs,1900-11-19,Hesse,2011-12-01,0
72390,72391,2012-05-29,2012-06-04,432,unsized,stained,68,99.9,24112,Mrs,1901-10-21,Bavaria,2011-02-16,1
72391,72392,2012-05-29,2012-06-04,95,42,white,25,59.9,24112,Mrs,1901-10-21,Bavaria,2011-02-16,1
72392,72393,2012-05-29,2012-06-04,95,42,denim,25,59.9,24112,Mrs,1901-10-21,Bavaria,2011-02-16,1
72393,72394,2012-05-29,2012-06-04,253,unsized,blue,62,14.9,24112,Mrs,1901-10-21,Bavaria,2011-02-16,0
73176,73177,2012-05-29,2012-06-01,173,xl,brown,20,29.9,19732,Mrs,1901-06-06,North Rhine-Westphalia,2011-10-22,0
73807,73808,2012-05-29,2012-06-01,173,m,brown,20,29.9,19452,Mrs,1901-05-04,Rhineland-Palatinate,2011-02-16,1
73989,73990,2012-05-29,2012-06-01,67,m,blue,20,49.9,21038,Mrs,1900-11-19,Schleswig-Holstein,2011-02-16,1
73990,73991,2012-05-29,2012-06-01,612,m,blue,20,39.9,21038,Mrs,1900-11-19,Schleswig-Holstein,2011-02-16,1
74328,74329,2012-05-30,2012-06-01,554,xxl,red,36,89.9,16306,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
74329,74330,2012-05-30,2012-06-01,125,xxl,green,2,24.9,16306,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
74330,74331,2012-05-30,2012-06-01,125,l,green,2,24.9,16306,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
74331,74332,2012-05-30,2012-06-01,587,xxl,red,3,39.9,16306,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
74373,74374,2012-05-30,2012-06-04,443,42,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
74374,74375,2012-05-30,2012-06-04,443,44,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
74375,74376,2012-05-30,2012-06-04,443,46,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
74376,74377,2012-05-30,2012-06-04,115,42,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
74377,74378,2012-05-30,2012-06-04,115,44,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
74378,74379,2012-05-30,2012-06-04,115,46,blue,25,69.9,23159,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
74421,74422,2012-05-30,2012-06-01,109,37,red,1,79.9,24573,Mrs,1900-11-19,Baden-Wuerttemberg,2011-08-05,1
74462,74463,2012-05-30,2012-06-01,425,xxl,blue,46,24.9,24583,Mrs,1900-11-19,North Rhine-Westphalia,2012-01-02,0
